strata,trt,LeftBoundary,RightBoundary,SurvProb,FailProb,IMStderr,LagrangeMult,SurvProb_LCL,SurvProb_UCL,ConfType
S1,1,0.6540895994,0.6581200826,0.7033496147,0.2966503853,0.0375268981,6.8621571463,0.6297982459,0.7769009835,LINEAR
S1,1,0.6695711992,0.6711365215,0.7033496147,0.2966503853,0.0375268981,11.954307009,0.6297982459,0.7769009835,LINEAR
S1,1,0.6753582859,0.6800076013,0.7033496147,0.2966503853,0.0375268981,12.231607882,0.6297982459,0.7769009835,LINEAR
S1,1,0.6811632395,0.6856274893,0.7033496147,0.2966503853,0.0375268981,13.952786226,0.6297982459,0.7769009835,LINEAR
S1,1,0.6966534981,0.7030365588,0.7033496147,0.2966503853,0.0375268981,10.585856511,0.6297982459,0.7769009835,LINEAR
S1,1,0.7109285593,0.7149890491,0.7033496147,0.2966503853,0.0375268981,12.830343347,0.6297982459,0.7769009835,LINEAR
S1,1,0.7361738817,0.7415084782,0.7033496147,0.2966503853,0.0375268981,8.8046537339,0.6297982459,0.7769009835,LINEAR
S1,1,0.749106115,0.7500000332,0.6255343668,0.3744656332,0.0400843855,0,0.5469704148,0.7040983188,LINEAR
S1,1,0.7505976628,0.7507083157,0.6255343668,0.3744656332,0.0400843855,0.5267532613,0.5469704148,0.7040983188,LINEAR
S1,1,0.7556743282,0.7617462091,0.5992192405,0.4007807595,0.0405392274,0,0.5197638148,0.6786746662,LINEAR
S1,1,0.7666513154,0.7676984514,0.5992192405,0.4007807595,0.0405392274,5.3721236555,0.5197638148,0.6786746662,LINEAR
S1,1,0.7738635726,0.7770709823,0.5992192405,0.4007807595,0.0405392274,0.9502747314,0.5197638148,0.6786746662,LINEAR
S1,1,0.7936609657,0.7989942994,0.4849877927,0.5150122073,0.0397818343,0,0.4070168302,0.5629587553,LINEAR
S1,1,0.8401585203,0.8406129749,0.4849877927,0.5150122073,0.0397818343,6.6402530779,0.4070168302,0.5629587553,LINEAR
S1,1,0.8453834797,0.8523491716,0.4849877927,0.5150122073,0.0397818343,0.0663292115,0.4070168302,0.5629587553,LINEAR
S1,1,0.8561518479,0.8603552216,0.4849877927,0.5150122073,0.0397818343,2.0123913874,0.4070168302,0.5629587553,LINEAR
S1,1,0.8643206994,0.865243799,0.4849877927,0.5150122073,0.0397818343,1.7810301511,0.4070168302,0.5629587553,LINEAR
S1,1,0.8735593385,0.8750016377,0.4849877927,0.5150122073,0.0397818343,3.4913704626,0.4070168302,0.5629587553,LINEAR
S1,1,0.8802632284,0.8804089638,0.4849877927,0.5150122073,0.0397818343,7.2545675385,0.4070168302,0.5629587553,LINEAR
S1,1,0.8807225479,0.8819473844,0.4849877927,0.5150122073,0.0397818343,7.7758372131,0.4070168302,0.5629587553,LINEAR
S1,1,0.8923514537,0.8958443817,0.4849877927,0.5150122073,0.0397818343,2.8532346273,0.4070168302,0.5629587553,LINEAR
S1,1,0.8996161884,0.9024815091,0.4849877927,0.5150122073,0.0397818343,0.6509006257,0.4070168302,0.5629587553,LINEAR
S1,1,0.9311344328,0.9313352501,0.4702048316,0.5297951684,0.0399408677,0,0.3919221694,0.5484874939,LINEAR
S1,1,0.9498740812,0.9513654075,0.4702048316,0.5297951684,0.0399408677,12.093871924,0.3919221694,0.5484874939,LINEAR
