trt,LeftBoundary,RightBoundary,SurvProb,FailProb,IMStderr,LagrangeMult,SurvProb_LCL,SurvProb_UCL,ConfType
0,1.228389569,1.2295437671,0.7053287957,0.2946712043,0.0359390776,4.2302030996,0.634889498,0.7757680933,LINEAR
0,1.23392616,1.2398941023,0.7053287957,0.2946712043,0.0359390776,11.291253019,0.634889498,0.7757680933,LINEAR
0,1.2441268534,1.2673211395,0.7053287957,0.2946712043,0.0359390776,12.721634507,0.634889498,0.7757680933,LINEAR
0,1.334736726,1.3416306999,0.6665444255,0.3334555745,0.0371686048,0,0.5936952987,0.7393935523,LINEAR
0,1.3437419854,1.3446686652,0.6665444255,0.3334555745,0.0371686048,0.161253179,0.5936952987,0.7393935523,LINEAR
0,1.3477942011,1.3494370422,0.6665444255,0.3334555745,0.0371686048,2.5274022386,0.5936952987,0.7393935523,LINEAR
0,1.3517032427,1.3525789686,0.6665444255,0.3334555745,0.0371686048,1.9770585792,0.5936952987,0.7393935523,LINEAR
0,1.3641601129,1.3653435447,0.6665444255,0.3334555745,0.0371686048,7.1074721163,0.5936952987,0.7393935523,LINEAR
0,1.3919785194,1.3954991991,0.6665444255,0.3334555745,0.0371686048,5.060508039,0.5936952987,0.7393935523,LINEAR
0,1.4157407486,1.4207482369,0.6177373056,0.3822626944,0.038222575,0,0.5428224351,0.692652176,LINEAR
0,1.479445267,1.4858358685,0.6177373056,0.3822626944,0.038222575,17.764768636,0.5428224351,0.692652176,LINEAR
0,1.4903751926,1.4932332584,0.6177373056,0.3822626944,0.038222575,22.725699968,0.5428224351,0.692652176,LINEAR
0,1.5072339865,1.5175700916,0.6177373056,0.3822626944,0.038222575,25.586759445,0.5428224351,0.692652176,LINEAR
0,1.5861379931,1.591312707,0.5424705172,0.4575294828,0.0392237953,0,0.465593291,0.6193477433,LINEAR
0,1.6014374056,1.6147993843,0.5424705172,0.4575294828,0.0392237953,5.8672825016,0.465593291,0.6193477433,LINEAR
0,1.6333057762,1.6380042558,0.5424705172,0.4575294828,0.0392237953,6.3484981308,0.465593291,0.6193477433,LINEAR
0,1.6538670802,1.6589281019,0.5424705172,0.4575294828,0.0392237953,4.4983854714,0.465593291,0.6193477433,LINEAR
0,1.7164959958,1.7212745124,0.5424705172,0.4575294828,0.0392237953,0.5453869526,0.465593291,0.6193477433,LINEAR
0,1.7571984833,1.7717927363,0.5267709054,0.4732290946,0.0391870794,0,0.4499656411,0.6035761697,LINEAR
0,1.7955913155,1.8049646727,0.5267709054,0.4732290946,0.0391870794,1.6305427815,0.4499656411,0.6035761697,LINEAR
0,1.8371355644,1.839556799,0.5262185107,0.4737814893,0.0392073877,0,0.449373443,0.6030635785,LINEAR
0,1.8952980302,1.8967196698,0.5244957663,0.4755042337,0.0392857176,0,0.4474971747,0.601494358,LINEAR
0,1.8991480301,1.9020113968,0.5244957663,0.4755042337,0.0392857176,3.2477434912,0.4474971747,0.601494358,LINEAR
0,1.9246326608,1.9277238242,0.4759025472,0.5240974528,0.0401131532,0,0.3972822117,0.5545228827,LINEAR
0,1.9294251903,1.9466301212,0.4759025472,0.5240974528,0.0401131532,3.8818108096,0.3972822117,0.5545228827,LINEAR
0,1.95258072,1.9696008937,0.3847942752,0.6152057248,0.0400150174,0,0.3063662822,0.4632222682,LINEAR
0,1.9919331553,1.9953991676,0.3525410971,0.6474589029,0.0383975414,0,0.2772832989,0.4277988953,LINEAR
0,2.0628573233,2.0716192148,0.3525410971,0.6474589029,0.0383975414,4.0142182241,0.2772832989,0.4277988953,LINEAR
0,2.086040216,2.0908927666,0.3525410971,0.6474589029,0.0383975414,3.6062345151,0.2772832989,0.4277988953,LINEAR
0,2.1505463761,2.1531801443,0.3525410971,0.6474589029,0.0383975414,0.5577560012,0.2772832989,0.4277988953,LINEAR
0,2.1848421281,2.1882806798,0.3141630107,0.6858369893,0.0373015734,0,0.2410532703,0.3872727511,LINEAR
0,2.2518349886,2.2660100469,0.3141630107,0.6858369893,0.0373015734,2.293021706,0.2410532703,0.3872727511,LINEAR
0,2.2964797681,2.3111603114,0.3141630107,0.6858369893,0.0373015734,6.3544425724,0.2410532703,0.3872727511,LINEAR
0,2.3314558816,2.3417140472,0.3141630107,0.6858369893,0.0373015734,2.6098462164,0.2410532703,0.3872727511,LINEAR
0,2.3633081998,2.3962030807,0.2666932138,0.7333067862,0.0361575169,0,0.1958257828,0.3375606447,LINEAR
0,2.3999980744,2.4079091307,0.1959644924,0.8040355076,0.0314358268,0,0.134351404,0.2575775809,LINEAR
0,2.447904353,2.4546139844,0.1959644924,0.8040355076,0.0314358268,11.608911402,0.134351404,0.2575775809,LINEAR
