trt,LeftBoundary,RightBoundary,SurvProb,FailProb,IMStderr,LagrangeMult,SurvProb_LCL,SurvProb_UCL,ConfType
0,1.702402865,1.7080711571,0.4995837353,0.5004162647,0.0369539729,26.890287655,0.4271552793,0.5720121913,LINEAR
0,1.7287619582,1.734498457,0.4995837353,0.5004162647,0.0369539729,29.862840034,0.4271552793,0.5720121913,LINEAR
0,1.7446412768,1.7509902655,0.4995837353,0.5004162647,0.0369539729,16.937790883,0.4271552793,0.5720121913,LINEAR
0,1.7898117548,1.7925003778,0.4995837353,0.5004162647,0.0369539729,17.314985761,0.4271552793,0.5720121913,LINEAR
0,1.8114121186,1.8301105836,0.4995837353,0.5004162647,0.0369539729,11.943494881,0.4271552793,0.5720121913,LINEAR
0,1.8499665102,1.8547414259,0.4995837353,0.5004162647,0.0369539729,22.165392901,0.4271552793,0.5720121913,LINEAR
0,1.9009126329,1.9161730031,0.4995837353,0.5004162647,0.0369539729,27.703335108,0.4271552793,0.5720121913,LINEAR
0,1.9474539049,1.9517643405,0.4995837353,0.5004162647,0.0369539729,14.825560388,0.4271552793,0.5720121913,LINEAR
0,1.9729566458,1.9741248348,0.4995837353,0.5004162647,0.0369539729,14.15621093,0.4271552793,0.5720121913,LINEAR
0,2.0081988801,2.0085862732,0.4128049558,0.5871950442,0.0392816679,0,0.3358143016,0.4897956101,LINEAR
0,2.0355701079,2.0386217536,0.3249941261,0.6750058739,0.0370707995,0,0.2523366942,0.3976515579,LINEAR
0,2.0473051879,2.0481579564,0.3249941261,0.6750058739,0.0370707995,8.3785251152,0.2523366942,0.3976515579,LINEAR
0,2.0502777884,2.0567657481,0.3249941261,0.6750058739,0.0370707995,8.0073066256,0.2523366942,0.3976515579,LINEAR
0,2.0693302825,2.0813915131,0.3249941261,0.6750058739,0.0370707995,10.032800696,0.2523366942,0.3976515579,LINEAR
0,2.1154508004,2.122362598,0.3249941261,0.6750058739,0.0370707995,3.4482513026,0.2523366942,0.3976515579,LINEAR
0,2.130015082,2.135478645,0.2933982625,0.7066017375,0.0354849893,0,0.2238489614,0.3629475636,LINEAR
0,2.1416424476,2.1541033692,0.2933982625,0.7066017375,0.0354849893,1.441719865,0.2238489614,0.3629475636,LINEAR
0,2.2395874215,2.2462946048,0.2933982625,0.7066017375,0.0354849893,21.731257039,0.2238489614,0.3629475636,LINEAR
0,2.2588983865,2.261609795,0.2933982625,0.7066017375,0.0354849893,20.815581142,0.2238489614,0.3629475636,LINEAR
0,2.2829254053,2.2915013888,0.2933982625,0.7066017375,0.0354849893,0.1484505594,0.2238489614,0.3629475636,LINEAR
0,2.302994983,2.3044698555,0.2352157185,0.7647842815,0.0328031107,0,0.170922803,0.299508634,LINEAR
0,2.3123777853,2.3185671223,0.2352157185,0.7647842815,0.0328031107,9.2208368958,0.170922803,0.299508634,LINEAR
0,2.3208331391,2.3259165638,0.2352157185,0.7647842815,0.0328031107,10.600392211,0.170922803,0.299508634,LINEAR
0,2.3485987692,2.3522087316,0.2352157185,0.7647842815,0.0328031107,10.131581478,0.170922803,0.299508634,LINEAR
0,2.3568799689,2.3687631753,0.2352157185,0.7647842815,0.0328031107,4.3689525846,0.170922803,0.299508634,LINEAR
0,2.3714203928,2.4011338748,0.2352157185,0.7647842815,0.0328031107,3.900141852,0.170922803,0.299508634,LINEAR
0,2.412333804,2.4185566916,0.2352157185,0.7647842815,0.0328031107,5.5557092748,0.170922803,0.299508634,LINEAR
0,2.4467861224,2.4472417789,0.2352157185,0.7647842815,0.0328031107,0.8354819859,0.170922803,0.299508634,LINEAR
0,2.5187078125,2.520843862,0.2352157185,0.7647842815,0.0328031107,5.6578291687,0.170922803,0.299508634,LINEAR
0,2.5566453654,2.5965367339,0.2352157185,0.7647842815,0.0328031107,0.4687911472,0.170922803,0.299508634,LINEAR
0,2.612283804,2.6153349061,0.1626119073,0.8373880927,0.0289302582,0,0.1059096431,0.2193141714,LINEAR
0,2.6335143107,2.6516743779,0.1626119073,0.8373880927,0.0289302582,5.9438932579,0.1059096431,0.2193141714,LINEAR
0,2.6720746821,2.69208429,0.1626119073,0.8373880927,0.0289302582,13.375553915,0.1059096431,0.2193141714,LINEAR
0,2.7152502048,2.7209569758,0.1626119073,0.8373880927,0.0289302582,10.193549884,0.1059096431,0.2193141714,LINEAR
0,2.7692183389,2.7754550892,0.1626119073,0.8373880927,0.0289302582,0.8619346912,0.1059096431,0.2193141714,LINEAR
0,2.9205931206,2.9286348123,0.1626119073,0.8373880927,0.0289302582,5.3346867972,0.1059096431,0.2193141714,LINEAR
0,3.0941071056,3.1085718132,0.146699309,0.853300691,0.0373975667,0,0.0734014252,0.2199971929,LINEAR
0,3.1902401093,3.23633399,0,1,0,0,0,0,LINEAR
1,0.2709730449,0.2788695895,0.883986812,0.116013188,0.0266680977,0,0.831718301,0.9362553231,LINEAR
