strata,trt,LeftBoundary,RightBoundary,SurvProb,FailProb,IMStderr,LagrangeMult,SurvProb_LCL,SurvProb_UCL,ConfType
S2,1,1.1673421427,1.1896168761,0.6416204807,0.3583795193,0.0390186112,4.9593960275,0.565145408,0.7180955533,LINEAR
S2,1,1.2095041699,1.2107191835,0.6416204807,0.3583795193,0.0390186112,6.1911803118,0.565145408,0.7180955533,LINEAR
S2,1,1.2695024386,1.2763104047,0.6416204807,0.3583795193,0.0390186112,2.7158090806,0.565145408,0.7180955533,LINEAR
S2,1,1.2947591422,1.2988186543,0.6416204807,0.3583795193,0.0390186112,2.3890396246,0.565145408,0.7180955533,LINEAR
S2,1,1.3554749745,1.3602034905,0.5500815806,0.4499184194,0.0397201986,0,0.4722314219,0.6279317393,LINEAR
S2,1,1.4164796784,1.4186722151,0.5500815806,0.4499184194,0.0397201986,0.8221569111,0.4722314219,0.6279317393,LINEAR
S2,1,1.4310688176,1.4402719205,0.5500815806,0.4499184194,0.0397201986,5.6721202279,0.4722314219,0.6279317393,LINEAR
S2,1,1.4435888333,1.4444157024,0.5500815806,0.4499184194,0.0397201986,6.5326422083,0.4722314219,0.6279317393,LINEAR
S2,1,1.4870323678,1.5124485823,0.4924558413,0.5075441587,0.0383302435,0,0.4173299445,0.567581738,LINEAR
S2,1,1.5370562682,1.5429184967,0.4924558413,0.5075441587,0.0383302435,0.0604105412,0.4173299445,0.567581738,LINEAR
S2,1,1.5447340207,1.5469252178,0.4761076709,0.5238923291,0.0376839741,0,0.4022484389,0.5499669029,LINEAR
S2,1,1.6511457735,1.6651588417,0.4761076709,0.5238923291,0.0376839741,3.0786910366,0.4022484389,0.5499669029,LINEAR
